gene_name	chr	gene_start	gene_end	strand	TSS_start	TSS_end
OR10G3	chr14	21568520	21580076	-	21570694	21570744
OR10G4	chr11	124012997	124018732	+	124015574	124015624
OR10G6	chr11	123994163	123995161	-	123995111	123995161
OR10G7	chr11	124036013	124041325	-	124038960	124039010
OR10G8	chr11	124026798	124030634	+	124029589	124029639
OR10G9	chr11	124023013	124023948	+	124023012	124023062
OR10H1	chr19	15804549	15815664	-	15808076	15808126
OR10H2	chr19	15728024	15729052	+	15728019	15728069
OR10H3	chr19	15737985	15742343	+	15741392	15741442
OR10H4	chr19	15944299	15950350	+	15949007	15949057
OR10H5	chr19	15787661	15800357	+	15793950	15794000
OR10P1	chr12	55636892	55637833	+	55636859	55636909
OR10Q1	chr11	58227882	58228918	-	58228868	58228918
OR10S1	chr11	123976661	123977781	-	123977731	123977781
OR10V1	chr11	59712916	59713845	-	59713814	59713864
OR10W1	chr11	58266792	58268260	-	58268210	58268260
OR11A1	chr6	29425980	29457549	-	29428416	29428466
OR11G2	chr14	20190896	20201075	+	20197335	20197385
OR11H1	chr22	15528192	15529139	+	15528157	15528207
OR11H12	chr14	18601117	18602097	+	18601044	18601094
OR11H2	chr14	19712904	19714332	-	19713870	19713920
OR11H4	chr14	20239286	20244349	+	20242738	20242788
OR11H6	chr14	20223710	20224702	+	20223631	20223681
OR12D2	chr6	29396471	29397539	+	29396554	29396604
OR12D3	chr6	29373343	29449876	-	29375241	29375291
OR13A1	chr10	45302654	45315608	-	45307788	45307838
OR13C2	chr9	104604671	104605627	-	104605577	104605627
OR13C3	chr9	104535749	104536856	-	104536806	104536856
OR13C4	chr9	104526253	104527209	-	104527159	104527209
OR13C5	chr9	104598457	104599413	-	104599363	104599413
OR13C8	chr9	104569168	104570130	+	104569167	104569217
OR13C9	chr9	104617248	104618204	-	104618154	104618204
OR13D1	chr9	104694518	104695462	+	104694421	104694471
OR13F1	chr9	104504263	104505222	+	104504262	104504312
OR13J1	chr9	35869463	35870401	-	35870551	35870601
OR14J1	chr6	29301701	29313017	+	29306689	29306739
OR1A1	chr17	3207539	3218896	+	3215620	3215670
OR1A2	chr17	3197519	3198448	+	3197518	3197568
OR1B1	chr9	122628579	122629573	-	122629523	122629573
OR1D2	chr17	3088484	3104422	-	3092946	3092996
OR1D5	chr17	3062669	3063607	-	3063557	3063607
OR1E1	chr17	3397104	3398410	-	3398360	3398410
OR1E2	chr17	3432870	3433841	-	3433791	3433841
OR1F1	chr16	3204247	3205188	+	3204246	3204296
OR1G1	chr17	3126610	3127551	-	3127531	3127581
OR1I1	chr19	15082211	15092970	+	15086979	15087029
OR1J1	chr9	122476958	122477926	-	122477876	122477926
OR1J2	chr9	122510802	122511743	+	122510801	122510851
OR1J4	chr9	122519141	122520082	+	122519140	122519190
OR1K1	chr9	122800123	122801073	+	122800122	122800172
OR1L1	chr9	122661566	122662648	+	122661715	122661765
OR1L3	chr9	122675130	122676104	+	122675129	122675179
OR1L4	chr9	122723990	122724925	+	122723989	122724039
OR1L6	chr9	122742303	122750783	+	122749739	122749789
OR1L8	chr9	122567117	122583384	-	122568427	122568477
OR1M1	chr19	9087061	9095669	+	9093178	9093228
OR1N1	chr9	122526358	122527296	-	122527246	122527296
OR1N2	chr9	122553112	122555173	+	122553223	122553273
OR1Q1	chr9	122614738	122615682	+	122614737	122614787
OR1R1P	chr17	3385930	3386874	+	3385929	3385979
OR1S1	chr11	58212720	58216084	+	58214744	58214794
OR1S2	chr11	58203202	58204142	-	58204131	58204181
OR2A1	chr7	144312419	144322737	+	144318124	144318174
OR2A12	chr7	144086278	144098953	+	144095047	144095097
OR2A14	chr7	144123176	144131188	+	144129057	144129107
OR2A2	chr7	144109583	144110539	+	144109513	144109563
OR2A25	chr7	144069811	144075870	+	144074181	144074231
OR2A4	chr6	131699644	131701401	-	131701351	131701401
OR2A42	chr7	144228244	144239605	-	144232793	144232843
OR2A5	chr7	144048948	144058845	+	144050367	144050417
OR2A7	chr7	144257663	144264792	-	144259672	144259722
OR2AE1	chr7	99876062	99877033	-	99877007	99877057
OR2AG1	chr11	6783020	6791558	+	6785016	6785066
OR2AG2	chr11	6765626	6771976	-	6769005	6769055
OR2AP1	chr12	55572468	55575612	+	55574414	55574464
OR2AT4	chr11	75081753	75096876	-	75089704	75089754
OR2B2	chr6	27911185	27912396	-	27912346	27912396
OR2B3	chr6	29086272	29087278	-	29087263	29087313
OR2B6	chr6	27957241	27958182	+	27957240	27957290
OR2C1	chr16	3355889	3357306	+	3355888	3355938
OR2D2	chr11	6891574	6892500	-	6892549	6892599
OR2D3	chr11	6921002	6921994	+	6920973	6921023
OR2F1	chr7	143954844	143997312	+	143959926	143959976
OR2F2	chr7	143860031	143861144	+	143935165	143935215
OR2H1	chr6	29457248	29464396	+	29459770	29459820
OR2H2	chr6	29587411	29588994	+	29587454	29587504
OR2I1P	chr6	29550407	29557721	+	29553218	29553268
OR2J1	chr6	29100753	29102025	+	29100608	29100658
OR2J2	chr6	29173447	29174718	+	29173302	29173352
OR2J3	chr6	29112720	29113655	+	29111890	29111940
OR2K2	chr9	111327229	111330224	-	111328470	111328520
OR2S2	chr9	35957108	35958154	-	35958104	35958154
OR2V1	chr5	181123122	181131169	-	181125254	181125304
OR2V2	chr5	181147586	181159285	+	181154942	181154992
OR2W1	chr6	29040820	29041847	-	29045190	29045240
OR2Y1	chr5	180739123	180740058	-	180740049	180740099
OR2Z1	chr19	8721634	8732160	+	8730953	8731003
OR3A1	chr17	3291017	3298360	-	3292550	3292600
OR3A2	chr17	3276942	3386317	-	3278924	3278974
OR3A3	chr17	3411370	3424070	+	3420567	3420617
OR4A15	chr11	55367974	55368918	+	55367883	55367933
OR4A16	chr11	55343201	55344187	+	55343200	55343250
OR4A47	chr11	48488793	48489722	+	48488716	48488766
OR4A5	chr11	54706832	54707902	+	54706884	54706934
OR4B1	chr11	48216810	48217739	+	48216791	48216841
OR4C11	chr11	55602360	55607645	-	55604348	55604398
OR4C12	chr11	49981473	49982535	-	49982485	49982535
OR4C13	chr11	49952391	49953419	+	49952390	49952440
OR4C15	chr11	55554307	55555419	+	55554306	55554356
OR4C16	chr11	55572128	55573060	+	55572127	55572177
OR4C3	chr11	48324920	48325955	+	48324919	48324969
OR4C46	chr11	54603069	54603998	-	54603948	54603998
OR4C5	chr11	48365485	48366465	-	48366415	48366465
OR4C6	chr11	55662201	55666195	+	55665166	55665216
OR4D1	chr17	58148384	58159585	+	58155132	58155182
OR4D10	chr11	59473315	59479361	+	59477372	59477422
OR4D11	chr11	59503576	59504511	+	59503575	59503625
OR4D2	chr17	58166982	58171411	+	58169655	58169705
OR4D5	chr11	123939617	123940573	+	123939542	123939592
OR4D6	chr11	59456961	59457905	+	59456937	59456987
OR4D9	chr11	59511368	59520703	+	59514912	59514962
OR4E1	chr14	21667886	21673818	-	21670885	21670935
OR4E2	chr14	21653835	21667642	+	21665082	21665132
OR4F15	chr15	101812202	101820197	+	101805719	101805769
OR4F17	chr19	107104	117102	+	110612	110662
OR4F21	chr8	166086	167024	-	166993	167043
OR4F3	chr5	181367268	181368262	+	181367267	181367317
OR4F6	chr15	101803509	101806887	+	101805698	101805748
OR4K1	chr14	19930917	19936757	+	19935607	19935657
OR4K13	chr14	20029399	20036038	-	20034710	20034760
OR4K14	chr14	20014143	20019307	-	20015143	20015193
OR4K15	chr14	19975591	19976565	+	19975443	19975493
OR4K17	chr14	20110739	20122199	+	20117406	20117456
OR4K2	chr14	19875142	19883932	+	19876231	19876281
OR4K5	chr14	19920607	19921578	+	19920581	19920631
OR4L1	chr14	20060045	20060983	+	20060044	20060094
OR4M1	chr14	19773504	19783696	+	19780241	19780291
OR4M2	chr15	22070241	22083221	+	22080526	22080576
OR4M2B	chr15	21637909	21638992	+	21637908	21637958
OR4N2	chr14	19719015	19830253	+	19803769	19803819
OR4N4	chr15	22094522	22095472	+	22094430	22094480
OR4N4C	chr15	21651844	21652968	+	21651843	21651893
OR4N5	chr14	20138820	20145471	+	20143735	20143785
OR4P4	chr11	55635113	55640309	+	55638357	55638407
OR4Q3	chr14	19743571	19749469	+	19747427	19747477
OR4S1	chr11	48306223	48307152	+	48306222	48306272
OR4S2	chr11	55648327	55652854	+	55650903	55650953
OR4X1	chr11	48263861	48264778	+	48263860	48263910
OR4X2	chr11	48245104	48246015	+	48245055	48245105
OR51A2	chr11	4954772	4955713	-	4955663	4955713
OR51A4	chr11	4942831	4947605	-	4947050	4947100
OR51A7	chr11	4903783	4909462	+	4907369	4907419
OR51B2	chr11	5323359	5324297	-	5324302	5324352
OR51B4	chr11	5301014	5301946	-	5301946	5301996
OR51B5	chr11	5303444	5505652	-	5505602	5505652
OR51B6	chr11	5351508	5352446	+	5351507	5351557
OR51C1P	chr11	4690423	4697831	-	4691652	4691702
OR51D1	chr11	4637477	4643060	+	4639714	4639764
OR51E1	chr11	4643420	4655488	+	4652485	4652535
OR51E2	chr11	4680171	4697854	-	4697804	4697854
OR51F1	chr11	4768979	4769938	-	4769888	4769938
OR51F2	chr11	4821321	4822456	+	4821385	4821435
OR51G1	chr11	4923374	4924339	-	4924357	4924407
OR51G2	chr11	4912588	4919350	-	4915613	4915663
OR51I1	chr11	5440570	5441514	-	5441464	5441514
OR51I2	chr11	5449323	5456518	+	5453488	5453538
OR51L1	chr11	4994851	5005536	+	4998982	4999032
OR51M1	chr11	5383812	5393263	+	5389398	5389448
OR51Q1	chr11	5422111	5423206	+	5422110	5422160
OR51S1	chr11	4848237	4849208	-	4849158	4849208
OR51T1	chr11	4881819	4882883	+	4881899	4881949
OR51V1	chr11	5199735	5200682	-	5200650	5200700
OR52A1	chr11	5146824	5154757	-	5186332	5186382
OR52A5	chr11	5128776	5138356	-	5132592	5132642
OR52B2	chr11	6169355	6170326	-	6170358	6170408
OR52B4	chr11	4367263	4368386	-	4368336	4368386
OR52B6	chr11	5580877	5581884	+	5580876	5580926
OR52D1	chr11	5488685	5489749	+	5488684	5488734
OR52E2	chr11	5058650	5059627	-	5059577	5059627
OR52E4	chr11	5880629	5887079	+	5884270	5884320
OR52E5	chr11	5893208	5902730	+	5900776	5900826
OR52E6	chr11	5840928	5841952	-	5841945	5841952
OR52E8	chr11	5856749	5857690	-	5857684	5857734
OR52H1	chr11	5544489	5548540	-	5545473	5545523
OR52I1	chr11	4593750	4595013	+	4594038	4594088
OR52I2	chr11	4581743	4593340	+	4586790	4586840
OR52J3	chr11	5046526	5047461	+	5046525	5046575
OR52K1	chr11	4482646	4493497	+	4488878	4488928
OR52K2	chr11	4449295	4450361	+	4449294	4449344
OR52L1	chr11	5985892	5986985	-	5986935	5986985
OR52M1	chr11	4545191	4546144	+	4545190	4545240
OR52N1	chr11	5786471	5791265	-	5788766	5788816
OR52N2	chr11	5808924	5821483	+	5820313	5820363
OR52N4	chr11	5754243	5755958	+	5754692	5754742
OR52N5	chr11	5776165	5783355	-	5778617	5778667
OR52R1	chr11	4803433	4804380	-	4804330	4804380
OR52W1	chr11	6199224	6200186	+	6199145	6199195
OR56A1	chr11	6019336	6034338	-	6027691	6027741
OR56A3	chr11	5938751	5951347	+	5947339	5947389
OR56A4	chr11	5999445	6006946	-	6003144	6003194
OR56A5	chr11	5967177	5968494	-	5968444	5968494
OR56B1	chr11	5736448	5738523	+	5736516	5736566
OR56B2P	chr11	5761153	5767465	+	5765095	5765145
OR56B4	chr11	6107684	6108835	+	6107683	6107733
OR5A1	chr11	59436469	59451380	+	59443143	59443193
OR5A2	chr11	59416969	59426413	-	59422926	59422976
OR5AC2	chr3	98087173	98088102	+	98087172	98087222
OR5AK2	chr11	56988914	56989843	+	56988871	56988921
OR5AN1	chr11	59358895	59371714	+	59364411	59364461
OR5AP2	chr11	56641489	56642439	-	56642389	56642439
OR5AR1	chr11	56663686	56664618	+	56663661	56663711
OR5AS1	chr11	56027654	56038191	+	56030418	56030468
OR5AU1	chr14	21148370	21159060	-	21156013	21156063
OR5B12	chr11	58438994	58442236	-	58440123	58440173
OR5B17	chr11	58358124	58359069	-	58359019	58359069
OR5B2	chr11	58421238	58428121	-	58423263	58423313
OR5B21	chr11	58506807	58508105	-	58508055	58508105
OR5B3	chr11	58402464	58406874	-	58403359	58403409
OR5BS1P	chr12	48559882	48562956	+	48559881	48559931
OR5C1	chr9	122788933	122789895	+	122788932	122788982
OR5D13	chr11	55773438	55774382	+	55773437	55773487
OR5D14	chr11	55795556	55796500	+	55795555	55795605
OR5D16	chr11	55838752	55839738	+	55838751	55838801
OR5D18	chr11	55819630	55820571	+	55819629	55819679
OR5D3P	chr11	55723776	55729621	+	55726117	55726167
OR5F1	chr11	55993681	55994625	-	55994575	55994625
OR5H1	chr3	98130721	98138548	+	98132697	98132747
OR5H14	chr3	98147479	98156614	+	98149325	98149375
OR5H15	chr3	98166696	98169774	+	98168699	98168749
OR5H2	chr3	98282505	98284070	+	98282887	98282937
OR5H6	chr3	98263252	98265356	+	98264284	98264334
OR5I1	chr11	55935456	55936400	-	55936350	55936400
OR5J2	chr11	56176618	56177556	+	56176617	56176667
OR5K1	chr3	98463201	98472924	+	98469479	98469529
OR5K2	chr3	98497681	98498631	+	98497603	98497653
OR5K3	chr3	98390666	98391631	+	98390665	98390715
OR5K4	chr3	98353854	98354819	+	98353853	98353903
OR5L1	chr11	55811367	55812476	+	55811366	55811416
OR5L2	chr11	55827219	55828154	+	55827218	55827268
OR5M1	chr11	56609236	56614874	-	56613452	56613502
OR5M10	chr11	56576774	56577721	-	56577671	56577721
OR5M11	chr11	56542340	56543257	-	56543207	56543257
OR5M3	chr11	56469274	56473352	-	56470447	56470497
OR5M8	chr11	56490435	56491370	-	56491320	56491370
OR5M9	chr11	56462469	56463401	-	56463351	56463401
OR5P2	chr11	7795905	7796973	-	7796923	7796973
OR5P3	chr11	7834940	7840960	-	7825922	7825972
OR5T1	chr11	56275639	56276619	+	56275638	56275688
OR5T2	chr11	56231282	56234255	-	56233135	56233185
OR5T3	chr11	56252254	56253222	+	56252199	56252249
OR5V1	chr6	29355241	29431509	-	29431917	29431967
OR5W2	chr11	55913650	55914582	-	55914532	55914582
OR6A2	chr11	6791736	6799689	-	6795733	6795783
OR6B1	chr7	143925186	143933659	+	144003928	144003978
OR6B2	chr2	240029491	240030429	-	240030406	240030456
OR6B3	chr2	240045077	240047027	-	240046022	240046072
OR6C1	chr12	55314343	55322364	+	55320560	55320610
OR6C2	chr12	55444069	55453347	+	55452213	55452263
OR6C3	chr12	55330043	55332687	+	55331700	55331750
OR6C4	chr12	55549602	55555832	+	55551198	55551248
OR6C6	chr12	55293988	55296569	-	55295182	55295232
OR6C65	chr12	55400529	55401467	+	55400429	55400479
OR6C68	chr12	55492378	55493316	+	55492377	55492427
OR6C70	chr12	55469200	55470138	-	55470088	55470138
OR6C74	chr12	55244609	55256625	+	55247197	55247247
OR6C75	chr12	55362975	55369279	+	55365110	55365160
OR6C76	chr12	55426254	55427192	+	55426253	55426303
OR6J1	chr14	22630929	22644352	-	22634761	22634811
OR6M1	chr11	123805408	123806349	-	123806337	123806387
OR6Q1	chr11	58030953	58031906	+	58030929	58030979
OR6S1	chr14	20640696	20641691	-	20641641	20641691
OR6T1	chr11	123942867	123943838	-	123943823	123943873
OR6V1	chr7	143113507	143114534	+	143052319	143052369
OR6X1	chr11	123753580	123754518	-	123754495	123754545
OR7A10	chr19	14840466	14848922	-	14841827	14841877
OR7A17	chr19	14878203	14886132	-	14881402	14881452
OR7A5	chr19	14826241	14835185	-	14835144	14835194
OR7C1	chr19	14789260	14835376	-	14800161	14800211
OR7C2	chr19	14941489	14942448	+	14941488	14941538
OR7D2	chr19	9178979	9188818	+	9185593	9185643
OR7D4	chr19	9210276	9219589	-	9214821	9214871
OR7E24	chr19	9247344	9252625	+	9250929	9250979
OR7G1	chr19	9114828	9115763	-	9115713	9115763
OR7G2	chr19	9100407	9107475	-	9103256	9103306
OR7G3	chr19	9126012	9126950	-	9126900	9126950
OR8A1	chr11	124566660	124582942	+	124569996	124570046
OR8B12	chr11	124539635	124545333	-	124543629	124543679
OR8B4	chr11	124423942	124424871	-	124424843	124424893
OR8B8	chr11	124437445	124445696	-	124441108	124441158
OR8D1	chr11	124302831	124315099	-	124310787	124310837
OR8D2	chr11	124319262	124320197	-	124320238	124320288
OR8D4	chr11	123902167	123909229	+	123906145	123906195
OR8G1	chr11	124241095	124254364	+	124249675	124249725
OR8G5	chr11	124256376	124266224	+	124264826	124264876
OR8H1	chr11	56290053	56291090	-	56291040	56291090
OR8H2	chr11	56103687	56107658	+	56105017	56105067
OR8H3	chr11	56122373	56123311	+	56122372	56122422
OR8I2	chr11	56093308	56094240	+	56093307	56093357
OR8J1	chr11	56360215	56361288	+	56360214	56360264
OR8J3	chr11	56134721	56140201	-	56137668	56137718
OR8K1	chr11	56346039	56346998	+	56346038	56346088
OR8K3	chr11	56315144	56320639	+	56318306	56318356
OR8K5	chr11	56159394	56160317	-	56160267	56160317
OR8U1	chr11	56375624	56376553	+	56375623	56375673
OR8U3	chr11	56417258	56418232	-	56418182	56418232
OR9A2	chr7	143026200	143027132	-	143027145	143027195
OR9A4	chr7	141916399	141920625	+	141918816	141918866
OR9G1	chr11	56700386	56701303	+	56700387	56700437
OR9G4	chr11	56741223	56748697	-	56743761	56743811
OR9I1	chr11	58116742	58125530	-	58119394	58119444
OR9K2	chr12	55126406	55132750	+	55129680	55129730
OR9Q1	chr11	58023881	58181616	+	58023880	58023930
OR9Q2	chr11	58189070	58194053	+	58190433	58190483
ORAI1	chr12	121626550	121642677	+	121626549	121626599
ORAI2	chr7	102433106	102456825	+	102433529	102433598
ORAI3	chr16	30949068	30956461	+	30949122	30949172
ORC2	chr2	200908977	200963680	-	200963327	200963377
ORC3	chr6	87590067	87667453	+	87590120	87590170
ORC4	chr2	147930396	148021604	-	148020697	148020747
ORC5	chr7	104126341	104208047	-	104207997	104208047
ORC6	chr16	46689643	46698394	+	46689645	46689695
ORM1	chr9	114323098	114326479	+	114323765	114323805
ORM2	chr9	114329869	114333251	+	114329868	114329918
ORMDL1	chr2	189770267	189784364	-	189773967	189774017
ORMDL2	chr12	55818041	55821879	+	55818355	55818405
ORMDL3	chr17	39921041	39927601	-	39924153	39924203
OS9	chr12	57693955	57721557	+	57715705	57715755
OSBP	chr11	59574398	59615774	-	59600542	59616144
OSBP2	chr22	30693782	30907824	+	30764252	30764302
OSBPL10	chr3	31657912	32077580	-	31664569	31664619
OSBPL11	chr3	125528858	125595497	-	125595040	125595090
OSBPL1A	chr18	24162045	24397880	-	24272182	24272232
OSBPL2	chr20	62231922	62296213	+	62238520	62238570
OSBPL3	chr7	24796540	24981634	-	24892562	24892612
OSBPL5	chr11	3087107	3166739	-	3090672	3090722
OSBPL6	chr2	178194481	178402893	+	178194488	178194549
OSBPL7	chr17	47807372	47821834	-	47820808	47820858
OSBPL8	chr12	76351797	76559809	-	76559759	76559809
OSCAR	chr19	54094681	54102740	-	54102653	54102692
OSER1	chr20	44195939	44210771	-	44210026	44210076
OSGEP	chr14	20446401	20455089	-	20449120	20449170
OSGEPL1	chr2	189746660	189763227	-	189762743	189762793
OSGIN1	chr16	83931311	83966332	+	83956987	83957037
OSGIN2	chr8	89901849	89927888	+	89901858	89901908
OSM	chr22	30262829	30266851	-	30266789	30266839
OSMR	chr5	38845858	38945596	+	38932461	38932511
OSR1	chr2	19351485	19358623	-	19358573	19358653
OSR2	chr8	98944403	98952104	+	98948221	98948271
OST4	chr2	27070472	27071654	-	27071600	27071649
OSTC	chr4	108650585	108667820	+	108650584	108650634
OSTF1	chr9	75088514	75147265	+	75088542	75088592
OSTM1	chr6	108041409	108165854	-	108049618	108049668
OSTN	chr3	191199241	191265615	+	191199240	191199290
OTOA	chr16	21663968	21761935	+	21729570	21729620
OTOF	chr2	26457203	26558756	-	26558628	26558678
OTOG	chr11	17547259	17647150	+	17547372	17547422
OTOGL	chr12	80099537	80380880	+	80209452	80356914
OTOL1	chr3	161496808	161503942	+	161496807	161496857
OTOP1	chr4	4188726	4226929	-	4226839	4226889
OTOP2	chr17	74922950	74933912	+	74924274	74924324
OTOP3	chr17	74935898	74949992	+	74935801	74935851
OTOR	chr20	16748358	16770062	+	16749373	16749423
OTOS	chr2	240139026	240144562	-	240140619	240140656
OTP	chr5	77628712	77638713	-	77636943	77636993
OTUB1	chr11	63985853	64001811	+	63986445	63986495
OTUB2	chr14	94026340	94048930	+	94026328	94026378
OTUD1	chr10	23439075	23442377	+	23439457	23439507
OTUD4	chr4	145110838	145180589	-	145171669	145171711
OTUD6B	chr8	91070196	91087095	+	91070324	91070374
OTUD7A	chr15	31475398	31870789	-	31870739	31870789
OTULIN	chr5	14664664	14699850	+	14664663	14664713
OTULINL	chr5	14581792	14616180	+	14581774	14581824
OTX1	chr2	63050057	63057836	+	63050801	63050851
OTX2	chr14	56799905	56816693	-	56810429	56810479
OVCA2	chr17	2042022	2043425	+	2041935	2041985
OVCH1	chr12	29412474	29497686	-	29444218	29444268
OVCH2	chr11	7689437	7706477	-	7706344	7706394
OVOL1	chr11	65787063	65797214	+	65793708	65793758
OVOL2	chr20	17956979	18059188	-	18059138	18059188
OVOL3	chr19	36111143	36113711	+	36111150	36111200
OXA1L	chr14	22766522	22773042	+	22766674	22766724
OXCT1	chr5	41730065	41870425	-	41794085	41794135
OXER1	chr2	42762481	42764261	-	42764211	42764261
OXGR1	chr13	96985713	96994730	-	96994300	96994350
OXLD1	chr17	81665036	81666635	-	81666096	81666146
OXNAD1	chr3	16265160	16350299	+	16265198	16265248
OXR1	chr8	106270144	106752694	+	106618125	106618175
OXSM	chr3	25782917	25794534	+	25791020	25791070
OXSR1	chr3	38165089	38255484	+	38165088	38165138
OXT	chr20	3071620	3072517	+	3071619	3071669
OXTR	chr3	8750381	8769628	-	8769567	8769617
P2RX1	chr17	3896592	3916476	-	3916450	3916500
P2RX2	chr12	132618776	132622388	+	132618779	132618866
P2RX3	chr11	57338352	57372396	+	57347423	57347473
P2RX4	chr12	121210065	121234106	+	121212865	121212915
P2RX5	chr17	3672199	3696240	-	3691952	3692002
P2RX5-TAX1BP3	chr17	3663063	3696194	-	3696144	3696194
P2RX6	chr22	21009808	21028013	+	21015152	21015202
P2RX7	chr12	121132819	121188032	+	121132928	121132978
P2RY1	chr3	152835131	152841439	+	152834692	152834742
P2RY11	chr19	10111693	10115372	+	10112103	10112153
P2RY12	chr3	151336843	151384753	-	151340803	151340853
P2RY13	chr3	151326312	151329549	-	151329498	151329548
P2RY14	chr3	151212117	151278542	-	151249064	151249114
P2RY2	chr11	73218281	73242427	+	73218456	73218506
P2RY6	chr11	73264498	73305103	+	73264504	73264554
P3H2	chr3	189956728	190122437	-	190121628	190121678
P3H3	chr12	6828407	6839847	+	6831842	6831892
P3H4	chr17	41801947	41812604	-	41812553	41812603
P4HA1	chr10	73007217	73096974	-	73096800	73096850
P4HA2	chr5	132190147	132295315	-	132227807	132227857
P4HA3	chr11	74235801	74311640	-	74311607	74311657
P4HB	chr17	81843159	81860856	-	81860574	81860624
P4HTM	chr3	48989889	49007153	+	48990604	48990654
PA2G4	chr12	56104537	56113910	+	56106161	56106211
PAAF1	chr11	73876699	73931114	+	73876979	73877029
PABIR1	chr9	68780065	68785566	+	68780054	68780104
PABPC1	chr8	100685816	100722809	-	100722759	100722809
PABPC1L	chr20	44910060	44959035	+	44932681	44932713
PABPC3	chr13	25096136	25099254	+	25095867	25095917
PABPC4L	chr4	134196333	134201789	-	134201717	134201748
PABPN1	chr14	23321457	23326163	+	23323262	23323312
PABPN1L	chr16	88863333	88866660	-	88866568	88866618
PACRG	chr6	162727132	163315500	+	162727131	162727181
PACRGL	chr4	20696282	20752907	+	20696281	20696331
PACS1	chr11	66070272	66244744	+	66230379	66230429
PACS2	chr14	105300563	105398147	+	105381923	105381973
PACSIN1	chr6	34466061	34535229	+	34466138	34466188
PACSIN2	chr22	42835412	43015149	-	43015095	43015145
PACSIN3	chr11	47177522	47186443	-	47185369	47185419
PAEP	chr9	135561756	135566955	+	135561755	135561805
PAF1	chr19	39385629	39391154	-	39391067	39391154
PAFAH1B1	chr17	2593210	2685615	+	2670267	2670317
PAFAH1B2	chr11	117144284	117176894	+	117159386	117159436
PAFAH1B3	chr19	42297033	42303546	-	42302446	42302496
PAG1	chr8	80967810	81112068	-	80975730	80975780
PAGR1	chr16	29816152	29822489	+	29815951	29816001
PAH	chr12	102836889	102958410	-	102950818	102950868
PAICS	chr4	56435741	56464578	+	56436038	56436088
PAIP1	chr5	43526267	43557758	-	43557700	43557758
PAIP2	chr5	139341587	139369720	+	139341586	139341636
PAIP2B	chr2	71182738	71227103	-	71227033	71227083
PAK1	chr11	77322017	77474635	-	77356248	77356298
PAK1IP1	chr6	10694972	10709782	+	10694694	10694744
PAK2	chr3	196739857	196832647	+	196806578	196806628
PAK4	chr19	39125770	39182816	+	39176488	39176538
PAK5	chr20	9537370	9839076	-	9838781	9838867
PAK6	chr15	40217428	40277487	+	40239053	40239140
PALB2	chr16	23603160	23641310	-	23637885	23637935
PALD1	chr10	70478767	70568450	+	70478820	70478870
PALLD	chr4	168497052	168928457	+	168894640	168894677
PALM	chr19	708935	748329	+	727785	727835
PALM2AKAP2	chr9	109498325	110172512	+	109780308	109780358
PALM3	chr19	14053363	14062076	-	14059114	14059159
PALS1	chr14	67240713	67336061	+	67241422	67241484
PALS2	chr7	24573268	24694193	+	24574012	24574062
PAM	chr5	102753981	103029730	+	102755313	102755348
PAM16	chr16	4331549	4356579	-	4355588	4355607
PAMR1	chr11	35431823	35530300	-	35525547	35525623
PAN2	chr12	56316223	56334053	-	56319439	56319489
PAN3	chr13	28138506	28295335	+	28139032	28139082
PANK1	chr10	89582988	89645242	-	89643906	89643956
PANK2	chr20	3888839	3929887	+	3888838	3888888
PANK3	chr5	168548495	168579368	-	168566014	168566064
PANX1	chr11	94128841	94181968	+	94128928	94128978
PANX2	chr22	50170731	50180295	+	50170730	50170810
PANX3	chr11	124611428	124620356	+	124611489	124611539
PAOX	chr10	133379261	133391694	+	133379538	133379588
PAPLN	chr14	73237497	73274640	+	73237579	73237592
PAPOLA	chr14	96501433	96567116	+	96502381	96502431
PAPOLB	chr7	4857738	4862030	-	4861944	4861994
PAPOLG	chr2	60756253	60802086	+	60791480	60791530
PAPPA	chr9	116153791	116402321	+	116153803	116153853
PAPSS1	chr4	107590276	107720234	-	107719973	107720023
PAPSS2	chr10	87659613	87747705	+	87660983	87661033
PAQR3	chr4	78887127	78939438	-	78939388	78939438
PAQR4	chr16	2969270	2973484	+	2970977	2971027
PAQR5	chr15	69298912	69407780	+	69298946	69298996
PAQR8	chr6	52361421	52407777	+	52362445	52362491
PAQR9	chr3	142949164	142963674	-	142962507	142962557
PARD3	chr10	34109560	34815325	-	34815275	34815325
PARD3B	chr2	204545475	205620162	+	204545999	204546049
PARD6A	chr16	67660946	67662774	+	67660945	67660997
PARD6B	chr20	50731580	50756795	+	50731543	50731593
PARD6G	chr18	80157232	80247514	-	80247496	80247546
PARG	chr10	49818279	49970203	-	49970166	49970203
PARL	chr3	183829271	183884933	-	183884858	183884908
PARM1	chr4	74933095	75050115	+	74933094	74933144
PARN	chr16	14435700	14632728	-	14584748	14584791
PARP10	chr8	143977153	144012772	-	143991138	143991188
PARP11	chr12	3791047	3873448	-	3873392	3873442
PARP12	chr7	140023749	140062951	-	140029092	140029142
PARP14	chr3	122680839	122730840	+	122686758	122686808
PARP15	chr3	122577628	122639047	+	122577601	122577651
PARP16	chr15	65234460	65300618	-	65286822	65286872
PARP2	chr14	20343615	20357904	+	20354641	20354691
PARP3	chr3	51942345	51948867	+	51942344	51942394
PARP4	chr13	24420931	24512778	-	24455084	24455134
PARP6	chr15	72241181	72272999	-	72260573	72260623
